0,-0.019,0.001,1.24,1.208,-0.036,-0.02,10.062,0,30.43,330,0,0,36.585338,341.77,,1,1,1,1,,,,,0
0.25,0.036,-0.255,1.666,1.074,0.042,-0.05,9.858,0,30.43,330,0,0,36.585338,341.87,,1,1,1,1,,,,,0
0.5,0.098,-0.513,1.918,0.829,0.149,-0.044,9.598,0,30.43,330,0,0,36.585338,341.87,,1,1,1,1,,,,,0
0.75,0.159,-0.746,1.973,0.517,0.21,0.001,9.433,0,30.43,330,0,0,36.585338,342.07,,1,1,1,1,,,,,0
1,0.209,-0.931,1.837,0.163,0.27,0.018,9.267,0,30.43,330,0,0,36.585338,342.07,,1,1,1,1,,,,,0
1.25,0.249,-1.053,1.526,-0.191,0.289,0.04,9.204,0,29.33,330,0,0,35.262831,336.87,,1,1,1,1,,,,,0
1.5,0.269,-1.104,1.08,-0.509,0.302,0.064,9.166,0,29.33,330,0,0,35.262831,336.87,,1,1,1,1,,,,,0
1.75,0.274,-1.084,0.547,-0.765,0.275,0.072,9.23,0,28.4,330,0,0,34.144712,339.37,,1,1,1,1,,,,,0
2,0.265,-0.999,-0.017,-0.933,0.239,0.076,9.322,0,28.4,330,0,0,34.144712,339.37,,1,1,1,1,,,,,0
2.25,0.244,-0.858,-0.558,-1.012,0.191,0.077,9.455,0,28.4,330,0,0,34.144712,341.27,,1,1,1,1,,,,,0
2.5,0.221,-0.681,-1.027,-0.991,0.138,0.053,9.615,0,28.4,330,0,0,34.144712,341.27,,1,1,1,1,,,,,0
2.75,0.188,-0.481,-1.386,-0.891,0.088,0.02,9.771,0,29.33,330,0,0,35.262831,342.17,,1,1,1,1,,,,,0
3,0.152,-0.276,-1.606,-0.704,0.013,0.029,9.959,0,29.33,330,0,0,35.262831,342.17,,1,1,1,1,,,,,0.1
3.25,0.111,-0.085,-1.671,-0.467,-0.037,0.008,10.086,0,29.33,330,0,0,35.262831,336.47,,1,1,1,1,,,,,0.1
3.5,0.064,0.077,-1.582,-0.192,-0.1,-0.018,10.222,0,29.33,330,0,0,35.262831,336.47,,1,1,1,1,,,,,0.1
3.75,0.018,0.196,-1.353,0.085,-0.126,-0.002,10.279,0,28.4,330,0,0,34.144712,336.67,,1,1,1,1,,,,,0.1
4,-0.031,0.266,-1.012,0.344,-0.143,0.012,10.323,0,28.4,330,0,0,34.144712,336.67,,1,1,1,1,,,,,0.1
4.25,-0.076,0.283,-0.592,0.562,-0.131,0.025,10.293,0,28.4,330,0,0,34.144712,336.97,,1,1,1,1,,,,,0.1
4.5,-0.116,0.247,-0.135,0.722,-0.121,0.024,10.251,0,28.4,330,0,0,34.144712,336.97,,1,1,1,1,,,,,0.1
4.75,-0.144,0.164,0.317,0.81,-0.087,0.023,10.144,0,27.48,330,0,0,33.038616,340.17,,1,1,1,1,,,,,0.1
5,-0.16,0.04,0.721,0.812,-0.035,0.006,10.011,0,27.48,330,0,0,33.038616,340.17,,1,1,1,1,,,,,0.1
5.25,-0.163,-0.111,1.04,0.741,0.021,-0.003,9.868,0,27.48,330,0,0,33.038616,340.17,,1,1,1,1,,,,,0.1
5.5,-0.164,-0.27,1.249,0.6,0.069,-0.002,9.737,0,27.48,330,0,0,33.038616,340.17,,1,1,1,1,,,,,0.1
5.75,-0.163,-0.429,1.334,0.423,0.111,-0.017,9.632,0,27.48,330,0,0,33.038616,341.87,,1,1,1,1,,,,,0.1
6,-0.16,-0.574,1.297,0.213,0.155,-0.049,9.535,0,27.48,330,0,0,33.038616,341.87,,1,1,1,1,,,,,0.1
6.25,-0.16,-0.695,1.149,0.007,0.179,-0.084,9.49,0,27.48,330,0,0,33.038616,342.37,,1,1,1,1,,,,,0.1
6.5,-0.158,-0.784,0.91,-0.193,0.2,-0.109,9.456,0,27.48,330,0,0,33.038616,342.37,,1,1,1,1,,,,,0.1
6.75,-0.162,-0.836,0.607,-0.355,0.194,-0.129,9.486,0,28.4,330,0,0,34.144712,342.37,,1,1,1,1,,,,,0.1
7,-0.168,-0.848,0.271,-0.482,0.2,-0.168,9.5,0,28.4,330,0,0,34.144712,342.37,,1,1,1,1,,,,,0.1
7.25,-0.177,-0.823,-0.069,-0.557,0.177,-0.179,9.571,0,28.4,330,0,0,34.144712,340.57,,1,1,1,1,,,,,0.1
7.5,-0.184,-0.759,-0.384,-0.591,0.167,-0.156,9.613,0,28.4,330,0,0,34.144712,340.57,,1,1,1,1,,,,,0.1
7.75,-0.189,-0.662,-0.654,-0.577,0.129,-0.104,9.706,0,27.48,330,0,0,33.038616,338.77,,1,1,1,1,,,,,0.1
8,-0.191,-0.54,-0.86,-0.526,0.11,-0.034,9.753,0,27.48,330,0,0,33.038616,338.77,,1,1,1,1,,,,,0.1
8.25,-0.19,-0.399,-0.994,-0.447,0.071,0.048,9.828,0,28.4,330,0,0,34.144712,343.87,,1,1,1,1,,,,,0.1
8.5,-0.184,-0.25,-1.05,-0.34,0.04,0.109,9.884,0,28.4,330,0,0,34.144712,343.87,,1,1,1,1,,,,,0.1
8.75,-0.177,-0.102,-1.029,-0.212,-0.013,0.124,9.969,0,28.4,330,0,0,34.144712,345.27,,1,1,1,1,,,,,0.1
9,-0.17,0.029,-0.93,-0.06,-0.058,0.158,10.041,0,28.4,330,0,0,34.144712,345.27,,1,1,1,1,,,,,0.2
9.25,-0.163,0.135,-0.757,0.104,-0.095,0.11,10.114,0,27.48,330,0,0,33.038616,338.07,,1,1,1,1,,,,,0.2
9.5,-0.154,0.201,-0.518,0.276,-0.117,0.029,10.164,0,27.48,330,0,0,33.038616,338.07,,1,1,1,1,,,,,0.2
9.75,-0.149,0.218,-0.229,0.435,-0.134,-0.012,10.201,0,28.4,330,0,0,34.144712,344.77,,1,1,1,1,,,,,0.2
10,-0.137,0.181,0.093,0.574,-0.127,-0.055,10.201,0,28.4,330,0,0,34.144712,344.77,,1,1,1,1,,,,,0.2
10.25,-0.123,0.089,0.421,0.663,-0.089,-0.089,10.15,0,29.33,330,0,0,35.262831,339.37,,1,1,1,1,,,,,0.2
10.5,-0.099,-0.052,0.727,0.699,-0.033,-0.113,10.049,0,29.33,330,0,0,35.262831,339.37,,1,1,1,1,,,,,0.2
10.75,-0.06,-0.229,0.977,0.658,0.021,-0.163,9.919,0,29.33,330,0,0,35.262831,336.47,,1,1,1,1,,,,,0.2
11,-0.009,-0.425,1.139,0.538,0.095,-0.223,9.74,0,29.33,330,0,0,35.262831,336.47,,1,1,1,1,,,,,0.2
11.25,0.057,-0.614,1.186,0.341,0.167,-0.231,9.562,0,28.4,330,0,0,34.144712,337.67,,1,1,1,1,,,,,0.2
11.5,0.132,-0.775,1.105,0.094,0.224,-0.16,9.405,0,28.4,330,0,0,34.144712,337.67,,1,1,1,1,,,,,0.2
11.75,0.212,-0.887,0.895,-0.182,0.262,-0.067,9.295,0,28.4,330,0,0,34.144712,333.17,,1,1,1,1,,,,,0.2
12,0.289,-0.934,0.576,-0.443,0.277,0.038,9.255,0,28.4,330,0,0,34.144712,333.17,,1,1,1,1,,,,,0.2
12.25,0.357,-0.911,0.181,-0.66,0.262,0.187,9.286,0,28.4,330,0,0,34.144712,332.37,,1,1,1,1,,,,,0.2
12.5,0.411,-0.819,-0.242,-0.796,0.215,0.264,9.398,0,28.4,330,0,0,34.144712,332.37,,1,1,1,1,,,,,0.2
12.75,0.434,-0.67,-0.644,-0.842,0.168,0.31,9.534,0,29.33,330,0,0,35.262831,333.47,,1,1,1,1,,,,,0.2
13,0.425,-0.481,-0.977,-0.788,0.095,0.357,9.72,0,29.33,330,0,0,35.262831,333.47,,1,1,1,1,,,,,0.2
13.25,0.385,-0.273,-1.201,-0.64,0.024,0.313,9.916,0,28.4,330,0,0,34.144712,336.47,,1,1,1,1,,,,,0.2
13.5,0.314,-0.073,-1.286,-0.411,-0.06,0.18,10.119,0,28.4,330,0,0,34.144712,336.47,,1,1,1,1,,,,,0.2
13.75,0.224,0.096,-1.22,-0.13,-0.119,0.059,10.271,0,28.4,330,0,0,34.144712,341.47,,1,1,1,1,,,,,0.2
14,0.121,0.212,-1.009,0.17,-0.159,-0.043,10.37,0,28.4,330,0,0,34.144712,341.47,,1,1,1,1,,,,,0.2
14.25,0.02,0.268,-0.677,0.45,-0.181,-0.12,10.405,0,26.56,330,0,0,31.932519,339.37,,1,1,1,1,,,,,0.2
14.5,-0.074,0.252,-0.263,0.679,-0.172,-0.142,10.368,0,26.56,330,0,0,31.932519,339.37,,1,1,1,1,,,,,0.2
14.75,-0.151,0.168,0.185,0.828,-0.139,-0.159,10.267,0,28.4,330,0,0,34.144712,335.17,,1,1,1,1,,,,,0.2
15,-0.204,0.026,0.614,0.884,-0.087,-0.18,10.124,0,28.4,330,0,0,34.144712,335.17,,1,1,1,1,,,,,0.3
15.25,-0.226,-0.155,0.973,0.833,-0.003,-0.205,9.921,0,28.4,330,0,0,34.144712,340.17,,1,1,1,1,,,,,0.3
15.5,-0.213,-0.356,1.22,0.685,0.07,-0.149,9.727,0,28.4,330,0,0,34.144712,340.17,,1,1,1,1,,,,,0.3
15.75,-0.169,-0.554,1.324,0.453,0.152,-0.085,9.519,0,26.56,330,0,0,31.932519,337.57,,1,1,1,1,,,,,0.3
16,-0.093,-0.721,1.271,0.163,0.213,-0.029,9.359,0,26.56,330,0,0,31.932519,337.57,,1,1,1,1,,,,,0.3
16.25,0.005,-0.841,1.066,-0.147,0.265,0.011,9.243,0,25.64,330,0,0,30.826423,335.07,,1,1,1,1,,,,,0.3
16.5,0.118,-0.899,0.731,-0.444,0.283,0.036,9.2,0,25.64,330,0,0,30.826423,335.07,,1,1,1,1,,,,,0.3
16.75,0.226,-0.886,0.307,-0.687,0.275,0.067,9.237,0,28.4,330,0,0,34.144712,344.37,,1,1,1,1,,,,,0.3
17,0.314,-0.805,-0.157,-0.855,0.254,0.131,9.325,0,28.4,330,0,0,34.144712,344.37,,1,1,1,1,,,,,0.3
17.25,0.367,-0.667,-0.606,-0.914,0.191,0.163,9.502,0,27.48,330,0,0,33.038616,346.27,,1,1,1,1,,,,,0.3
17.5,0.375,-0.487,-0.984,-0.867,0.122,0.121,9.697,0,27.48,330,0,0,33.038616,346.27,,1,1,1,1,,,,,0.3
17.75,0.344,-0.292,-1.245,-0.709,0.031,0.093,9.924,0,27.48,330,0,0,33.038616,345.77,,1,1,1,1,,,,,0.3
18,0.278,-0.102,-1.359,-0.48,-0.035,0.049,10.09,0,27.48,330,0,0,33.038616,345.77,,1,1,1,1,,,,,0.3
18.25,0.198,0.061,-1.318,-0.198,-0.105,0.03,10.253,0,27.48,330,0,0,33.038616,343.27,,1,1,1,1,,,,,0.3
18.5,0.114,0.179,-1.126,0.098,-0.147,0.064,10.338,0,27.48,330,0,0,33.038616,343.27,,1,1,1,1,,,,,0.3
18.75,0.044,0.243,-0.81,0.379,-0.169,0.095,10.386,0,27.48,330,0,0,33.038616,347.27,,1,1,1,1,,,,,0.3
19,-0.006,0.243,-0.406,0.612,-0.161,0.095,10.348,0,27.48,330,0,0,33.038616,347.27,,1,1,1,1,,,,,0.3
19.25,-0.029,0.183,0.038,0.777,-0.151,0.097,10.293,0,27.48,330,0,0,33.038616,350.17,,1,1,1,1,,,,,0.3
19.5,-0.027,0.071,0.478,0.864,-0.1,0.055,10.172,0,27.48,330,0,0,33.038616,350.17,,1,1,1,1,,,,,0.3
19.75,-0.004,-0.086,0.867,0.862,-0.04,0.009,10.028,0,26.56,330,0,0,31.932519,349.87,,1,1,1,1,,,,,0.3
20,0.031,-0.269,1.168,0.776,0.023,-0.047,9.867,0,26.56,330,0,0,31.932519,349.87,,1,1,1,1,,,,,0.3
20.25,0.07,-0.459,1.349,0.61,0.093,-0.134,9.698,0,25.64,330,0,0,30.826423,348.77,,1,1,1,1,,,,,0.3
20.5,0.106,-0.638,1.395,0.392,0.153,-0.177,9.56,0,25.64,330,0,0,30.826423,348.77,,1,1,1,1,,,,,0.3
20.75,0.14,-0.788,1.302,0.134,0.215,-0.191,9.421,0,25.64,330,0,0,30.826423,341.17,,1,1,1,1,,,,,0.3
21,0.169,-0.893,1.079,-0.134,0.242,-0.156,9.344,0,25.64,330,0,0,30.826423,341.17,,1,1,1,1,,,,,0.4
21.25,0.198,-0.944,0.75,-0.392,0.264,-0.111,9.285,0,25.64,330,0,0,30.826423,336.47,,1,1,1,1,,,,,0.4
21.5,0.218,-0.931,0.343,-0.61,0.252,-0.009,9.306,0,25.64,330,0,0,30.826423,336.47,,1,1,1,1,,,,,0.4
21.75,0.231,-0.863,-0.099,-0.775,0.235,0.081,9.343,0,28.4,330,0,0,34.144712,337.17,,1,1,1,1,,,,,0.4
22,0.233,-0.742,-0.539,-0.868,0.185,0.158,9.449,0,28.4,330,0,0,34.144712,337.17,,1,1,1,1,,,,,0.4
22.25,0.209,-0.582,-0.931,-0.88,0.141,0.204,9.568,0,30.43,330,0,0,36.585338,336.27,,1,1,1,1,,,,,0.4
22.5,0.16,-0.397,-1.241,-0.81,0.077,0.23,9.733,0,30.43,330,0,0,36.585338,336.27,,1,1,1,1,,,,,0.4
22.75,0.083,-0.207,-1.436,-0.662,0.023,0.227,9.883,0,31.35,330,0,0,37.691434,337.17,,1,1,1,1,,,,,0.4
