Time(s),Time(m),Wind Speed (knots @h.anem),Wind Direction (Relative to vessel long. axis@h.anem),,,
0,0.0,20,110,,,
0.25,0.0,20,110,,,
0.5,0.0,20,110,,,
0.75,0.0,20,110,,,
1,0.0,20,110,,,
1.25,0.0,20,110,,,
1.5,0.0,20,110,,,
1.75,0.0,20,110,,,
2,0.0,20,110,,,
2.25,0.0,20,110,,,
2.5,0.0,20,110,,,
2.75,0.0,20,110,,,
3,0.1,20,110,,,
3.25,0.1,20,110,,,
3.5,0.1,20,110,,,
3.75,0.1,20,110,,,
4,0.1,20,110,,,
4.25,0.1,20,110,,,
4.5,0.1,20,110,,,
4.75,0.1,20,110,,,
5,0.1,20,110,,,
5.25,0.1,20,110,,,
5.5,0.1,20,110,,,
5.75,0.1,20,110,,,
6,0.1,20,110,,,
6.25,0.1,20,110,,,
6.5,0.1,20,110,,,
6.75,0.1,20,110,,,
7,0.1,20,110,,,
7.25,0.1,20,110,,,
7.5,0.1,20,110,,,
7.75,0.1,20,110,,,
8,0.1,20,110,,,
8.25,0.1,20,110,,,
8.5,0.1,20,110,,,
8.75,0.1,20,110,,,
9,0.2,20,110,,,
9.25,0.2,20,110,,,
9.5,0.2,20,110,,,
9.75,0.2,20,110,,,
10,0.2,20,110,,,
10.25,0.2,20,110,,,
10.5,0.2,20,110,,,
10.75,0.2,20,110,,,
11,0.2,20,110,,,
11.25,0.2,20,110,,,
11.5,0.2,20,110,,,
11.75,0.2,20,110,,,
12,0.2,20,110,,,
12.25,0.2,20,110,,,
12.5,0.2,20,110,,,
12.75,0.2,20,110,,,
13,0.2,20,110,,,
13.25,0.2,20,110,,,
13.5,0.2,20,110,,,
13.75,0.2,20,110,,,
14,0.2,20,110,,,
14.25,0.2,20,110,,,
14.5,0.2,20,110,,,
14.75,0.2,20,110,,,
15,0.3,20,110,,,
15.25,0.3,20,110,,,
15.5,0.3,20,110,,,
15.75,0.3,20,110,,,
16,0.3,20,110,,,
16.25,0.3,20,110,,,
16.5,0.3,20,110,,,
16.75,0.3,20,110,,,
17,0.3,20,110,,,
17.25,0.3,20,110,,,
17.5,0.3,20,110,,,
17.75,0.3,20,110,,,
18,0.3,20,110,,,
18.25,0.3,20,110,,,
18.5,0.3,20,110,,,
18.75,0.3,20,110,,,
19,0.3,20,110,,,
19.25,0.3,20,110,,,
19.5,0.3,20,110,,,
19.75,0.3,20,110,,,
20,0.3,20,110,,,
20.25,0.3,20,110,,,
20.5,0.3,20,110,,,
20.75,0.3,20,110,,,
21,0.4,20,110,,,
21.25,0.4,20,110,,,
21.5,0.4,20,110,,,
21.75,0.4,20,110,,,
22,0.4,20,110,,,
22.25,0.4,20,110,,,
22.5,0.4,20,110,,,
22.75,0.4,20,110,,,
23,0.4,20,110,,,
23.25,0.4,20,110,,,
23.5,0.4,20,110,,,
23.75,0.4,20,110,,,
24,0.4,20,110,,,
24.25,0.4,20,110,,,
24.5,0.4,20,110,,,
24.75,0.4,20,110,,,
25,0.4,20,110,,,
25.25,0.4,20,110,,,
25.5,0.4,20,110,,,
25.75,0.4,20,110,,,
26,0.4,20,110,,,
26.25,0.4,20,110,,,
26.5,0.4,20,110,,,
26.75,0.4,20,110,,,
27,0.5,20,110,,,
27.25,0.5,20,110,,,
27.5,0.5,20,110,,,
27.75,0.5,20,110,,,
28,0.5,20,110,,,
28.25,0.5,20,110,,,
28.5,0.5,20,110,,,
28.75,0.5,20,110,,,
29,0.5,20,110,,,
29.25,0.5,20,110,,,
29.5,0.5,20,110,,,
29.75,0.5,20,110,,,
30,0.5,20,110,,,
30.25,0.5,20,110,,,
30.5,0.5,20,110,,,
30.75,0.5,20,110,,,
31,0.5,20,110,,,
31.25,0.5,20,110,,,
31.5,0.5,20,110,,,
31.75,0.5,20,110,,,
32,0.5,20,110,,,
32.25,0.5,20,110,,,
32.5,0.5,20,110,,,
32.75,0.5,20,110,,,
33,0.6,20,110,,,
33.25,0.6,20,110,,,
33.5,0.6,20,110,,,
33.75,0.6,20,110,,,
34,0.6,20,110,,,
34.25,0.6,20,110,,,
34.5,0.6,20,110,,,
34.75,0.6,20,110,,,
35,0.6,20,110,,,
35.25,0.6,20,110,,,
35.5,0.6,20,110,,,
35.75,0.6,20,110,,,
36,0.6,20,110,,,
36.25,0.6,20,110,,,
36.5,0.6,20,110,,,
36.75,0.6,20,110,,,
37,0.6,20,110,,,
37.25,0.6,20,110,,,
37.5,0.6,20,110,,,
37.75,0.6,20,110,,,
38,0.6,20,110,,,
38.25,0.6,20,110,,,
38.5,0.6,20,110,,,
38.75,0.6,20,110,,,
39,0.7,20,110,,,
39.25,0.7,20,110,,,
39.5,0.7,20,110,,,
39.75,0.7,20,110,,,
40,0.7,20,110,,,
40.25,0.7,20,110,,,
40.5,0.7,20,110,,,
40.75,0.7,20,110,,,
41,0.7,20,110,,,
41.25,0.7,20,110,,,
41.5,0.7,20,110,,,
41.75,0.7,20,110,,,
42,0.7,20,110,,,
42.25,0.7,20,110,,,
42.5,0.7,20,110,,,
42.75,0.7,20,110,,,
43,0.7,20,110,,,
43.25,0.7,20,110,,,
43.5,0.7,20,110,,,
43.75,0.7,20,110,,,
44,0.7,20,110,,,
44.25,0.7,20,110,,,
44.5,0.7,20,110,,,
44.75,0.7,20,110,,,
45,0.8,20,110,,,
45.25,0.8,20,110,,,
45.5,0.8,20,110,,,
45.75,0.8,20,110,,,
46,0.8,20,110,,,
46.25,0.8,20,110,,,
46.5,0.8,20,110,,,
46.75,0.8,20,110,,,
47,0.8,20,110,,,
47.25,0.8,20,110,,,
47.5,0.8,20,110,,,
47.75,0.8,20,110,,,
48,0.8,20,110,,,
48.25,0.8,20,110,,,
48.5,0.8,20,110,,,
48.75,0.8,20,110,,,
49,0.8,20,110,,,
49.25,0.8,20,110,,,
49.5,0.8,20,110,,,
49.75,0.8,20,110,,,
50,0.8,20,110,,,
50.25,0.8,20,110,,,
50.5,0.8,20,110,,,
50.75,0.8,20,110,,,
51,0.9,20,110,,,
51.25,0.9,20,110,,,
51.5,0.9,20,110,,,
51.75,0.9,20,110,,,
52,0.9,20,110,,,
52.25,0.9,20,110,,,
52.5,0.9,20,110,,,
52.75,0.9,20,110,,,
53,0.9,20,110,,,
53.25,0.9,20,110,,,
53.5,0.9,20,110,,,
53.75,0.9,20,110,,,
54,0.9,20,110,,,
54.25,0.9,20,110,,,
54.5,0.9,20,110,,,
54.75,0.9,20,110,,,
55,0.9,20,110,,,
55.25,0.9,20,110,,,
55.5,0.9,20,110,,,
55.75,0.9,20,110,,,
56,0.9,20,110,,,
56.25,0.9,20,110,,,
56.5,0.9,20,110,,,
56.75,0.9,20,110,,,
57,1.0,20,110,,,
57.25,1.0,20,110,,,
57.5,1.0,20,110,,,
57.75,1.0,20,110,,,
58,1.0,20,110,,,
58.25,1.0,20,110,,,
58.5,1.0,20,110,,,
58.75,1.0,20,110,,,
59,1.0,20,110,,,
59.25,1.0,20,110,,,
59.5,1.0,20,110,,,
59.75,1.0,20,110,,,
60,1.0,20,110,,,
60.25,1.0,20,110,,,
60.5,1.0,20,110,,,
60.75,1.0,20,110,,,
61,1.0,20,110,,,
61.25,1.0,20,110,,,
61.5,1.0,20,110,,,
61.75,1.0,20,110,,,
62,1.0,20,110,,,
62.25,1.0,20,110,,,
62.5,1.0,20,110,,,
62.75,1.0,20,110,,,
63,1.1,20,110,,,
63.25,1.1,20,110,,,
63.5,1.1,20,110,,,
63.75,1.1,20,110,,,
64,1.1,20,110,,,
64.25,1.1,20,110,,,
64.5,1.1,20,110,,,
64.75,1.1,20,110,,,
65,1.1,20,110,,,
65.25,1.1,20,110,,,
65.5,1.1,20,110,,,
65.75,1.1,20,110,,,
66,1.1,20,110,,,
66.25,1.1,20,110,,,
66.5,1.1,20,110,,,
66.75,1.1,20,110,,,
67,1.1,20,110,,,
67.25,1.1,20,110,,,
67.5,1.1,20,110,,,
67.75,1.1,20,110,,,
68,1.1,20,110,,,
68.25,1.1,20,110,,,
68.5,1.1,20,110,,,
68.75,1.1,20,110,,,
69,1.2,20,110,,,
69.25,1.2,20,110,,,
69.5,1.2,20,110,,,
69.75,1.2,20,110,,,
70,1.2,20,110,,,
70.25,1.2,20,110,,,
70.5,1.2,20,110,,,
70.75,1.2,20,110,,,
71,1.2,20,110,,,
71.25,1.2,20,110,,,
71.5,1.2,20,110,,,
71.75,1.2,20,110,,,
72,1.2,20,110,,,
72.25,1.2,20,110,,,
72.5,1.2,20,110,,,
72.75,1.2,20,110,,,
73,1.2,20,110,,,
73.25,1.2,20,110,,,
73.5,1.2,20,110,,,
73.75,1.2,20,110,,,
74,1.2,20,110,,,
74.25,1.2,20,110,,,
74.5,1.2,20,110,,,
74.75,1.2,20,110,,,
75,1.3,20,110,,,
75.25,1.3,20,110,,,
75.5,1.3,20,110,,,
75.75,1.3,20,110,,,
76,1.3,20,110,,,
76.25,1.3,20,110,,,
76.5,1.3,20,110,,,
76.75,1.3,20,110,,,
77,1.3,20,110,,,
77.25,1.3,20,110,,,
77.5,1.3,20,110,,,
77.75,1.3,20,110,,,
78,1.3,20,110,,,
78.25,1.3,20,110,,,
78.5,1.3,20,110,,,
78.75,1.3,20,110,,,
79,1.3,20,110,,,
79.25,1.3,20,110,,,
79.5,1.3,20,110,,,
79.75,1.3,20,110,,,
80,1.3,20,110,,,
80.25,1.3,20,110,,,
80.5,1.3,20,110,,,
80.75,1.3,20,110,,,
81,1.4,20,110,,,
81.25,1.4,20,110,,,
81.5,1.4,20,110,,,
81.75,1.4,20,110,,,
82,1.4,20,110,,,
82.25,1.4,20,110,,,
82.5,1.4,20,110,,,
82.75,1.4,20,110,,,
83,1.4,20,110,,,
83.25,1.4,20,110,,,
83.5,1.4,20,110,,,
83.75,1.4,20,110,,,
84,1.4,20,110,,,
84.25,1.4,20,110,,,
84.5,1.4,20,110,,,
84.75,1.4,20,110,,,
85,1.4,20,110,,,
85.25,1.4,20,110,,,
85.5,1.4,20,110,,,
85.75,1.4,20,110,,,
86,1.4,20,110,,,
86.25,1.4,20,110,,,
86.5,1.4,20,110,,,
86.75,1.4,20,110,,,
87,1.5,20,110,,,
87.25,1.5,20,110,,,
87.5,1.5,20,110,,,
87.75,1.5,20,110,,,
88,1.5,20,110,,,
88.25,1.5,20,110,,,
88.5,1.5,20,110,,,
88.75,1.5,20,110,,,
89,1.5,20,110,,,
89.25,1.5,20,110,,,
89.5,1.5,20,110,,,
89.75,1.5,20,110,,,
90,1.5,20,110,,,
90.25,1.5,20,110,,,
90.5,1.5,20,110,,,
90.75,1.5,20,110,,,
91,1.5,20,110,,,
91.25,1.5,20,110,,,
91.5,1.5,20,110,,,
91.75,1.5,20,110,,,
92,1.5,20,110,,,
92.25,1.5,20,110,,,
92.5,1.5,20,110,,,
92.75,1.5,20,110,,,
93,1.6,20,110,,,
93.25,1.6,20,110,,,
93.5,1.6,20,110,,,
93.75,1.6,20,110,,,
94,1.6,20,110,,,
94.25,1.6,20,110,,,
94.5,1.6,20,110,,,
94.75,1.6,20,110,,,
95,1.6,20,110,,,
95.25,1.6,20,110,,,
95.5,1.6,20,110,,,
95.75,1.6,20,110,,,
96,1.6,20,110,,,
96.25,1.6,20,110,,,
96.5,1.6,20,110,,,
96.75,1.6,20,110,,,
97,1.6,20,110,,,
97.25,1.6,20,110,,,
97.5,1.6,20,110,,,
97.75,1.6,20,110,,,
98,1.6,20,110,,,
98.25,1.6,20,110,,,
98.5,1.6,20,110,,,
98.75,1.6,20,110,,,
99,1.7,20,110,,,
99.25,1.7,20,110,,,
99.5,1.7,20,110,,,
99.75,1.7,20,110,,,
100,1.7,20,110,,,
100.25,1.7,20,110,,,
100.5,1.7,20,110,,,
100.75,1.7,20,110,,,
101,1.7,20,110,,,
101.25,1.7,20,110,,,
101.5,1.7,20,110,,,
101.75,1.7,20,110,,,
102,1.7,20,110,,,
102.25,1.7,20,110,,,
102.5,1.7,20,110,,,
102.75,1.7,20,110,,,
103,1.7,20,110,,,
103.25,1.7,20,110,,,
103.5,1.7,20,110,,,
103.75,1.7,20,110,,,
104,1.7,20,110,,,
104.25,1.7,20,110,,,
104.5,1.7,20,110,,,
104.75,1.7,20,110,,,
105,1.8,20,110,,,
105.25,1.8,20,110,,,
105.5,1.8,20,110,,,
105.75,1.8,20,110,,,
106,1.8,20,110,,,
106.25,1.8,20,110,,,
106.5,1.8,20,110,,,
106.75,1.8,20,110,,,
107,1.8,20,110,,,
107.25,1.8,20,110,,,
107.5,1.8,20,110,,,
107.75,1.8,20,110,,,
108,1.8,20,110,,,
108.25,1.8,20,110,,,
108.5,1.8,20,110,,,
108.75,1.8,20,110,,,
109,1.8,20,110,,,
109.25,1.8,20,110,,,
109.5,1.8,20,110,,,
109.75,1.8,20,110,,,
110,1.8,20,110,,,
110.25,1.8,20,110,,,
110.5,1.8,20,110,,,
110.75,1.8,20,110,,,
111,1.9,20,110,,,
111.25,1.9,20,110,,,
111.5,1.9,20,110,,,
111.75,1.9,20,110,,,
112,1.9,20,110,,,
112.25,1.9,20,110,,,
112.5,1.9,20,110,,,
112.75,1.9,20,110,,,
113,1.9,20,110,,,
113.25,1.9,20,110,,,
113.5,1.9,20,110,,,
113.75,1.9,20,110,,,
114,1.9,20,110,,,
114.25,1.9,20,110,,,
114.5,1.9,20,110,,,
114.75,1.9,20,110,,,
115,1.9,20,110,,,
115.25,1.9,20,110,,,
115.5,1.9,20,110,,,
115.75,1.9,20,110,,,
116,1.9,20,110,,,
116.25,1.9,20,110,,,
116.5,1.9,20,110,,,
116.75,1.9,20,110,,,
117,2.0,20,110,,,
117.25,2.0,20,110,,,
117.5,2.0,20,110,,,
117.75,2.0,20,110,,,
118,2.0,20,110,,,
118.25,2.0,20,110,,,
118.5,2.0,20,110,,,
118.75,2.0,20,110,,,
119,2.0,20,110,,,
119.25,2.0,20,110,,,
119.5,2.0,20,110,,,
