Time(s),Time(m),"Roll (deg, +ve R)","Pitch (deg, +ve UP)",Heave (m),Heave Velocity (m/s),AX (m/s^2),AY (m/s^2),AZ (m/s^2),Vessel heading (degT),SOG (knots),COG (M deg),STATUS_MRU (1=OK),STATUS_GYRO (1=OK),STATUS_WIND (1=OK),STATUS_GPS (SOG_VOG) (1=OK),GPS Lat,GPS Lon,Visibility,Air Pressure,Air Temperature,Air Humidity,WX code,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct
0,0,-0.0565,-0.0625,0.414,0.424,-0.02,-0.058,5.047,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
0.5,0,-0.0265,-0.1355,0.5805,0.414,-0.0065,-0.094,5.007,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
1,0,0.0155,-0.217,0.7035,0.376,0.017,-0.1115,4.955,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
1.5,0,0.0675,-0.3045,0.775,0.3145,0.04,-0.112,4.9005,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
2,0,0.126,-0.392,0.79,0.2245,0.0735,-0.092,4.828,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
2.5,0,0.189,-0.4725,0.744,0.112,0.1035,-0.054,4.7575,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
3,0.1,0.247,-0.5395,0.6355,-0.0235,0.1375,-0.012,4.6705,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
3.5,0.1,0.297,-0.584,0.4655,-0.1735,0.158,0.028,4.6065,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
4,0.1,0.3335,-0.598,0.242,-0.3255,0.1745,0.0735,4.5555,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
4.5,0.1,0.352,-0.574,-0.0215,-0.463,0.1745,0.1155,4.5475,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
5,0.1,0.349,-0.513,-0.3035,-0.5635,0.1575,0.169,4.582,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
5.5,0.1,0.3235,-0.4175,-0.5755,-0.6115,0.117,0.2005,4.67,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
6,0.1,0.2745,-0.2965,-0.8065,-0.589,0.064,0.218,4.795,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
6.5,0.1,0.2075,-0.1625,-0.966,-0.498,0.005,0.192,4.9475,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
7,0.1,0.1275,-0.03,-1.0285,-0.334,-0.0555,0.1385,5.1125,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
7.5,0.1,0.0465,0.0835,-0.979,-0.126,-0.0945,0.067,5.236,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
8,0.1,-0.024,0.167,-0.8185,0.1065,-0.129,-0.0015,5.3405,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
8.5,0.1,-0.076,0.2045,-0.561,0.3285,-0.1275,-0.0685,5.356,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
9,0.2,-0.0995,0.196,-0.238,0.511,-0.1225,-0.1075,5.347,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
9.5,0.2,-0.0915,0.139,0.1155,0.6355,-0.085,-0.1355,5.257,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
10,0.2,-0.0535,0.045,0.4545,0.6775,-0.041,-0.1485,5.1365,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
10.5,0.2,0.008,-0.079,0.741,0.645,0.0035,-0.138,4.996,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
11,0.2,0.0865,-0.2155,0.94,0.5285,0.0615,-0.112,4.8325,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
11.5,0.2,0.17,-0.348,1.03,0.36,0.1055,-0.087,4.701,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
12,0.2,0.2495,-0.463,1.002,0.1465,0.1495,-0.034,4.578,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
12.5,0.2,0.313,-0.5455,0.862,-0.0685,0.1625,0.019,4.5325,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
13,0.2,0.3525,-0.589,0.6315,-0.273,0.182,0.0675,4.4965,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
13.5,0.2,0.3645,-0.589,0.339,-0.4315,0.167,0.1195,4.5505,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
14,0.2,0.3465,-0.5515,0.023,-0.5345,0.1515,0.142,4.6075,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
14.5,0.2,0.301,-0.48,-0.282,-0.5715,0.106,0.16,4.727,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
15,0.3,0.23,-0.386,-0.54,-0.5435,0.073,0.1725,4.829,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
15.5,0.3,0.146,-0.28,-0.7265,-0.4545,0.0225,0.1665,4.9655,330.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
16,0.3,0.0575,-0.177,-0.8215,-0.316,-0.0125,0.1485,5.068,330.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
16.5,0.3,-0.0235,-0.087,-0.82,-0.1515,-0.0435,0.1105,5.1565,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
17,0.3,-0.092,-0.0175,-0.7265,0.024,-0.059,0.0625,5.202,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
17.5,0.3,-0.1385,0.024,-0.5585,0.1785,-0.064,-0.015,5.205,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
18,0.3,-0.1605,0.0355,-0.34,0.3075,-0.061,-0.0825,5.1885,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
18.5,0.3,-0.1575,0.02,-0.099,0.386,-0.0395,-0.1295,5.1205,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
19,0.3,-0.1295,-0.0185,0.135,0.4225,-0.0265,-0.1655,5.064,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
19.5,0.3,-0.0815,-0.0755,0.34,0.41,0.0055,-0.159,4.974,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
20,0.3,-0.0225,-0.1425,0.496,0.363,0.0205,-0.126,4.92,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
20.5,0.3,0.0425,-0.2155,0.592,0.2795,0.0575,-0.088,4.8305,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
21,0.4,0.1035,-0.285,0.6215,0.1735,0.0805,-0.043,4.776,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
21.5,0.4,0.155,-0.3455,0.585,0.054,0.1055,-0.012,4.7135,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
22,0.4,0.1865,-0.391,0.4875,-0.0675,0.108,0.0245,4.695,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
22.5,0.4,0.194,-0.419,0.3445,-0.1735,0.107,0.063,4.69,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
23,0.4,0.1775,-0.4265,0.17,-0.2635,0.1075,0.1005,4.6985,330.27,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
23.5,0.4,0.14,-0.4145,-0.0165,-0.3225,0.1015,0.143,4.734,330.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
24,0.4,0.0865,-0.381,-0.1965,-0.3495,0.089,0.1615,4.781,330.57,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
24.5,0.4,0.0235,-0.3325,-0.351,-0.335,0.062,0.1585,4.86,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
25,0.4,-0.043,-0.274,-0.463,-0.2885,0.0485,0.139,4.9175,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
25.5,0.4,-0.1055,-0.211,-0.5245,-0.2125,0.026,0.0915,4.987,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
26,0.4,-0.1565,-0.151,-0.528,-0.116,0.0045,0.019,5.0395,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
26.5,0.4,-0.192,-0.099,-0.476,-0.0085,-0.0215,-0.0505,5.0935,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
27,0.5,-0.2075,-0.063,-0.374,0.0985,-0.024,-0.103,5.106,330.67,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
27.5,0.5,-0.2,-0.0445,-0.234,0.191,-0.0305,-0.1205,5.108,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
28,0.5,-0.1685,-0.0465,-0.0725,0.259,-0.0245,-0.124,5.0785,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
28.5,0.5,-0.117,-0.0685,0.0905,0.2945,-0.0105,-0.113,5.033,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
29,0.5,-0.052,-0.1035,0.2385,0.2975,0.006,-0.0965,4.9795,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
29.5,0.5,0.019,-0.1515,0.355,0.269,0.025,-0.085,4.925,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
30,0.5,0.088,-0.206,0.431,0.2165,0.0455,-0.0775,4.8725,330.07,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
30.5,0.5,0.1465,-0.261,0.461,0.1465,0.0655,-0.043,4.8295,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
31,0.5,0.1905,-0.3115,0.4455,0.0705,0.0715,0.007,4.8045,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
31.5,0.5,0.2115,-0.3525,0.389,-0.009,0.084,0.0485,4.778,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
32,0.5,0.2085,-0.3835,0.2995,-0.084,0.0915,0.0895,4.7655,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
32.5,0.5,0.182,-0.399,0.1845,-0.1505,0.0935,0.11,4.76,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
33,0.6,0.136,-0.398,0.055,-0.2045,0.0925,0.13,4.772,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
33.5,0.6,0.078,-0.3785,-0.077,-0.239,0.0875,0.142,4.794,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
34,0.6,0.014,-0.344,-0.2,-0.2485,0.07,0.1375,4.8375,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
34.5,0.6,-0.0475,-0.2975,-0.3005,-0.2325,0.0545,0.1045,4.882,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
35,0.6,-0.101,-0.244,-0.3695,-0.1915,0.0325,0.059,4.9375,330.47,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
35.5,0.6,-0.1415,-0.1915,-0.398,-0.1295,0.015,0.006,4.9825,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
36,0.6,-0.165,-0.1435,-0.385,-0.0545,-0.0045,-0.047,5.025,330.37,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
36.5,0.6,-0.1685,-0.108,-0.3315,0.027,-0.0185,-0.075,5.053,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
37,0.6,-0.1585,-0.0865,-0.244,0.102,-0.0235,-0.095,5.061,330.17,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
37.5,0.6,-0.136,-0.0815,-0.1325,0.166,-0.0185,-0.107,5.054,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
38,0.6,-0.106,-0.093,-0.01,0.208,-0.005,-0.0945,5.025,329.97,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
38.5,0.6,-0.077,-0.1205,0.1085,0.223,0.0115,-0.0795,4.984,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
39,0.7,-0.0535,-0.158,0.208,0.206,0.0395,-0.076,4.9175,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
39.5,0.7,-0.041,-0.2015,0.2745,0.1585,0.0575,-0.0595,4.8545,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
40,0.7,-0.042,-0.243,0.299,0.0835,0.081,-0.0305,4.787,329.77,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
40.5,0.7,-0.0545,-0.2755,0.276,-0.0065,0.1005,-0.005,4.7405,329.87,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
41,0.7,-0.0745,-0.2955,0.2105,-0.096,0.103,0.0245,4.724,329.87,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
