Time(s),Time(m),"Roll (deg, +ve R)","Pitch (deg, +ve UP)",Heave (m),Heave Velocity (m/s),AX (m/s^2),AY (m/s^2),AZ (m/s^2),Vessel heading (degT),SOG (knots),COG (M deg),STATUS_MRU (1=OK),STATUS_GYRO (1=OK),STATUS_WIND (1=OK),STATUS_GPS (SOG_VOG) (1=OK),GPS Lat,GPS Lon,Visibility,Air Pressure,Air Temperature,Air Humidity,WX code,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct,Cloud layer 1 altitude,Cloud layer 1 oct
0,0,-0.0565,-0.0625,0.414,0.424,-0.04,-0.116,10.094,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
0.5,0,-0.0265,-0.1355,0.5805,0.414,-0.013,-0.188,10.014,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
1,0,0.0155,-0.217,0.7035,0.376,0.034,-0.223,9.91,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
1.5,0,0.0675,-0.3045,0.775,0.3145,0.08,-0.224,9.801,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
2,0,0.126,-0.392,0.79,0.2245,0.147,-0.184,9.656,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
2.5,0,0.189,-0.4725,0.744,0.112,0.207,-0.108,9.515,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
3,0.1,0.247,-0.5395,0.6355,-0.0235,0.275,-0.024,9.341,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
3.5,0.1,0.297,-0.584,0.4655,-0.1735,0.316,0.056,9.213,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
4,0.1,0.3335,-0.598,0.242,-0.3255,0.349,0.147,9.111,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
4.5,0.1,0.352,-0.574,-0.0215,-0.463,0.349,0.231,9.095,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
5,0.1,0.349,-0.513,-0.3035,-0.5635,0.315,0.338,9.164,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
5.5,0.1,0.3235,-0.4175,-0.5755,-0.6115,0.234,0.401,9.34,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
6,0.1,0.2745,-0.2965,-0.8065,-0.589,0.128,0.436,9.59,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
6.5,0.1,0.2075,-0.1625,-0.966,-0.498,0.01,0.384,9.895,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
7,0.1,0.1275,-0.03,-1.0285,-0.334,-0.111,0.277,10.225,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
7.5,0.1,0.0465,0.0835,-0.979,-0.126,-0.189,0.134,10.472,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
8,0.1,-0.024,0.167,-0.8185,0.1065,-0.258,-0.003,10.681,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
8.5,0.1,-0.076,0.2045,-0.561,0.3285,-0.255,-0.137,10.712,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
9,0.2,-0.0995,0.196,-0.238,0.511,-0.245,-0.215,10.694,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
9.5,0.2,-0.0915,0.139,0.1155,0.6355,-0.17,-0.271,10.514,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
10,0.2,-0.0535,0.045,0.4545,0.6775,-0.082,-0.297,10.273,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
10.5,0.2,0.008,-0.079,0.741,0.645,0.007,-0.276,9.992,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
11,0.2,0.0865,-0.2155,0.94,0.5285,0.123,-0.224,9.665,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
11.5,0.2,0.17,-0.348,1.03,0.36,0.211,-0.174,9.402,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
12,0.2,0.2495,-0.463,1.002,0.1465,0.299,-0.068,9.156,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
12.5,0.2,0.313,-0.5455,0.862,-0.0685,0.325,0.038,9.065,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
13,0.2,0.3525,-0.589,0.6315,-0.273,0.364,0.135,8.993,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
13.5,0.2,0.3645,-0.589,0.339,-0.4315,0.334,0.239,9.101,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
14,0.2,0.3465,-0.5515,0.023,-0.5345,0.303,0.284,9.215,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
14.5,0.2,0.301,-0.48,-0.282,-0.5715,0.212,0.32,9.454,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
15,0.3,0.23,-0.386,-0.54,-0.5435,0.146,0.345,9.658,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
15.5,0.3,0.146,-0.28,-0.7265,-0.4545,0.045,0.333,9.931,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
16,0.3,0.0575,-0.177,-0.8215,-0.316,-0.025,0.297,10.136,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
16.5,0.3,-0.0235,-0.087,-0.82,-0.1515,-0.087,0.221,10.313,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
17,0.3,-0.092,-0.0175,-0.7265,0.024,-0.118,0.125,10.404,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
17.5,0.3,-0.1385,0.024,-0.5585,0.1785,-0.128,-0.03,10.41,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
18,0.3,-0.1605,0.0355,-0.34,0.3075,-0.122,-0.165,10.377,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
18.5,0.3,-0.1575,0.02,-0.099,0.386,-0.079,-0.259,10.241,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
19,0.3,-0.1295,-0.0185,0.135,0.4225,-0.053,-0.331,10.128,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
19.5,0.3,-0.0815,-0.0755,0.34,0.41,0.011,-0.318,9.948,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
20,0.3,-0.0225,-0.1425,0.496,0.363,0.041,-0.252,9.84,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
20.5,0.3,0.0425,-0.2155,0.592,0.2795,0.115,-0.176,9.661,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
21,0.4,0.1035,-0.285,0.6215,0.1735,0.161,-0.086,9.552,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
21.5,0.4,0.155,-0.3455,0.585,0.054,0.211,-0.024,9.427,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
22,0.4,0.1865,-0.391,0.4875,-0.0675,0.216,0.049,9.39,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
22.5,0.4,0.194,-0.419,0.3445,-0.1735,0.214,0.126,9.38,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
23,0.4,0.1775,-0.4265,0.17,-0.2635,0.215,0.201,9.397,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
23.5,0.4,0.14,-0.4145,-0.0165,-0.3225,0.203,0.286,9.468,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
24,0.4,0.0865,-0.381,-0.1965,-0.3495,0.178,0.323,9.562,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
24.5,0.4,0.0235,-0.3325,-0.351,-0.335,0.124,0.317,9.72,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
25,0.4,-0.043,-0.274,-0.463,-0.2885,0.097,0.278,9.835,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
25.5,0.4,-0.1055,-0.211,-0.5245,-0.2125,0.052,0.183,9.974,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
26,0.4,-0.1565,-0.151,-0.528,-0.116,0.009,0.038,10.079,270,0,0,1,1,1,1,59.60151,5.4591311,3000,1005,20,80,+SHRA,1000,1,2000,2,3000,3,4000,4
